Date,User ID,Registration Source,Subscription Status,Subscription Start Date,Subscription End Date,Number of Active Widgets,Number of Widget Interactions,Time Spent on Platform,Location
2023-04-15,U01549,Organic,Free Trial,2023-04-27,,1,285,350,France
2023-06-08,U01550,PPC,Monthly,2023-06-16,,1,390,386,USA
2023-05-01,U01551,Referral,Monthly,2023-05-15,,5,265,241,Germany
2023-04-23,U01552,PPC,Monthly,2023-05-02,,1,71,242,India
2023-03-14,U01553,Social Media,Monthly,2023-03-20,,8,1680,89,UK
2023-07-30,U01554,Social Media,Free Trial,2023-08-10,,2,688,435,UK
2023-01-20,U01555,Organic,Annual,2023-01-26,,6,108,1614,UK
2023-04-21,U01556,Organic,Annual,2023-05-03,,5,400,1908,France
2023-02-21,U01557,PPC,Monthly,2023-03-05,,4,396,300,India
2023-11-02,U01558,PPC,Free Trial,2023-11-15,,1,33,450,France
2023-12-23,U01559,Social Media,Annual,2023-12-30,,3,447,1767,USA
2023-03-25,U01560,Referral,Inactive,2023-03-27,2023-05-12,0,0,338,Germany
2023-03-01,U01561,Organic,Free Trial,2023-03-06,,2,698,342,Germany
2023-12-24,U01562,Organic,Monthly,2024-01-01,,2,770,463,UK
2023-08-29,U01563,Social Media,Free Trial,2023-08-31,,2,174,397,UK
2023-12-14,U01564,Organic,Monthly,2023-12-17,,1,223,261,USA
2023-11-21,U01565,Social Media,Free Trial,2023-12-01,,2,50,439,France
2023-01-05,U01566,PPC,Monthly,2023-01-10,,6,228,485,Brazil
2023-12-07,U01567,PPC,Monthly,2023-12-16,,3,1275,134,Brazil
2023-10-05,U01568,Organic,Monthly,2023-10-09,,5,2380,20,Brazil
2023-05-31,U01569,PPC,Monthly,2023-06-01,,1,384,491,India
2023-12-25,U01570,PPC,Monthly,2023-12-26,,8,2400,326,USA
2023-07-12,U01571,PPC,Monthly,2023-07-19,,4,208,131,Germany
2023-06-06,U01572,Organic,Free Trial,2023-06-11,,9,3249,44,Germany
2023-04-05,U01573,Social Media,Free Trial,2023-04-15,,4,1536,78,France
2023-06-27,U01574,Social Media,Inactive,2023-07-11,2023-08-30,0,0,322,USA
2023-05-15,U01575,Organic,Free Trial,2023-05-26,,3,855,496,India
2023-04-10,U01576,Organic,Annual,2023-04-20,,5,1900,987,USA
2023-04-15,U01577,Organic,Inactive,2023-04-27,2023-06-03,0,0,21,USA
2023-04-15,U01578,PPC,Free Trial,2023-04-26,,7,1547,134,France
2023-03-14,U01579,PPC,Monthly,2023-03-15,,4,68,308,India
2023-11-06,U01580,PPC,Monthly,2023-11-20,,7,917,156,Brazil
2023-11-02,U01581,Organic,Inactive,2023-11-04,2023-12-20,0,0,86,Germany
2023-02-28,U01582,Organic,Inactive,2023-03-13,2023-04-30,0,0,77,UK
2023-07-03,U01583,PPC,Annual,2023-07-11,,4,1368,1688,Brazil
2023-12-02,U01584,PPC,Free Trial,2023-12-16,,8,1936,245,India
2023-03-18,U01585,Referral,Monthly,2023-03-30,,9,711,68,Germany
2023-07-26,U01586,Organic,Monthly,2023-08-01,,7,2632,267,Brazil
2023-05-21,U01587,PPC,Monthly,2023-05-26,,8,200,263,France
2023-05-24,U01588,PPC,Free Trial,2023-05-30,,8,624,401,India
2023-05-10,U01589,PPC,Free Trial,2023-05-19,,2,124,415,India
2023-07-29,U01590,Social Media,Annual,2023-08-05,,9,1638,978,Germany
2023-02-25,U01591,PPC,Monthly,2023-03-02,,6,2664,470,Germany
2023-11-25,U01592,Referral,Monthly,2023-12-06,,4,1964,286,USA
2023-01-02,U01593,Organic,Monthly,2023-01-07,,5,1355,478,USA
2023-08-02,U01594,Organic,Inactive,2023-08-12,2023-08-29,0,0,229,India
2023-09-22,U01595,Social Media,Annual,2023-10-03,,7,2086,1868,UK
2023-10-02,U01596,PPC,Free Trial,2023-10-16,,9,4248,422,France
2022-12-31,U01597,Organic,Free Trial,2023-01-06,,7,168,110,Germany
2023-11-15,U01598,Organic,Free Trial,2023-11-28,,9,2511,351,USA
2023-06-16,U01599,Organic,Inactive,2023-06-27,2023-08-03,0,0,131,France
2023-08-17,U01600,Social Media,Monthly,2023-08-24,,4,288,227,Brazil
2023-03-27,U01601,Organic,Monthly,2023-04-09,,6,1620,84,Brazil
2023-10-04,U01602,Organic,Monthly,2023-10-05,,8,1040,340,India
2023-01-19,U01603,Organic,Monthly,2023-01-26,,9,3195,246,Germany
2022-12-31,U01604,Organic,Inactive,2023-01-01,2023-02-24,0,0,491,Brazil
2023-07-15,U01605,Organic,Monthly,2023-07-22,,1,474,348,Germany
2023-06-19,U01606,PPC,Free Trial,2023-07-02,,8,928,249,USA
2023-11-20,U01607,Organic,Free Trial,2023-11-24,,7,1323,174,Brazil
2023-09-14,U01608,Social Media,Monthly,2023-09-28,,9,225,343,UK
2023-08-19,U01609,Organic,Inactive,2023-08-21,2023-09-25,0,0,166,Brazil
2023-01-02,U01610,PPC,Monthly,2023-01-04,,5,2155,220,Germany
2023-05-24,U01611,Social Media,Inactive,2023-06-05,2023-07-15,0,0,430,UK
2023-03-14,U01612,PPC,Annual,2023-03-27,,5,1120,814,France
2023-09-12,U01613,PPC,Free Trial,2023-09-16,,1,86,225,Brazil
2023-07-06,U01614,Organic,Free Trial,2023-07-19,,4,936,227,Germany
2023-07-04,U01615,Organic,Free Trial,2023-07-18,,6,612,242,Brazil
2023-05-09,U01616,PPC,Annual,2023-05-16,,2,380,761,Brazil
2023-11-21,U01617,Referral,Free Trial,2023-12-04,,7,1281,21,Germany
2023-05-18,U01618,PPC,Monthly,2023-05-31,,8,2904,441,UK
2023-11-08,U01619,PPC,Monthly,2023-11-11,,1,363,92,USA
2023-05-10,U01620,Social Media,Annual,2023-05-24,,4,912,1785,Brazil
2023-07-23,U01621,PPC,Free Trial,2023-08-03,,4,608,122,India
2023-09-15,U01622,Organic,Monthly,2023-09-19,,5,1620,487,France
2023-12-16,U01623,PPC,Monthly,2023-12-21,,4,1772,280,Germany
2023-07-22,U01624,Referral,Monthly,2023-08-01,,9,3618,204,Brazil
2023-11-14,U01625,Organic,Inactive,2023-11-22,2024-01-07,0,0,378,USA
2023-02-04,U01626,PPC,Free Trial,2023-02-09,,2,536,150,Germany
2023-10-13,U01627,Organic,Inactive,2023-10-17,2023-11-18,0,0,452,Brazil
2023-08-04,U01628,PPC,Monthly,2023-08-05,,9,504,466,France
2023-10-10,U01629,Organic,Monthly,2023-10-17,,1,14,133,India
2023-10-09,U01630,PPC,Monthly,2023-10-19,,6,426,150,Germany
2023-05-03,U01631,Social Media,Monthly,2023-05-08,,2,954,217,Brazil
2023-08-26,U01632,Organic,Free Trial,2023-09-05,,4,372,124,UK
2023-05-26,U01633,PPC,Monthly,2023-06-07,,6,852,215,USA
2023-05-11,U01634,Social Media,Monthly,2023-05-15,,5,2015,465,India
2023-05-31,U01635,Referral,Monthly,2023-06-11,,6,2070,412,Germany
2023-10-03,U01636,Organic,Monthly,2023-10-09,,3,216,450,Brazil
2023-10-06,U01637,Organic,Inactive,2023-10-20,2023-12-01,0,0,297,India
2023-01-10,U01638,Organic,Monthly,2023-01-14,,2,106,364,UK
2023-03-10,U01639,Referral,Free Trial,2023-03-22,,7,1134,352,Germany
2023-07-01,U01640,Referral,Monthly,2023-07-11,,3,1269,158,India
2023-10-23,U01641,PPC,Annual,2023-11-01,,1,279,578,Germany
2023-07-19,U01642,Social Media,Annual,2023-07-22,,8,2808,1558,Germany
2023-04-24,U01643,PPC,Monthly,2023-04-26,,8,1440,151,India
2023-12-16,U01644,PPC,Inactive,2023-12-30,2024-01-16,0,0,473,Germany
2023-11-30,U01645,Organic,Free Trial,2023-12-02,,7,3409,33,UK
2023-01-23,U01646,Social Media,Monthly,2023-01-24,,9,2556,58,India
2023-07-10,U01647,Organic,Inactive,2023-07-21,2023-09-08,0,0,297,Brazil
2023-03-30,U01648,Social Media,Inactive,2023-04-03,2023-05-11,0,0,340,India
2023-05-31,U01649,Social Media,Monthly,2023-06-10,,2,58,374,UK
2023-12-24,U01650,Social Media,Inactive,2024-01-01,2024-02-05,0,0,20,UK
2023-02-22,U01651,Organic,Free Trial,2023-03-03,,7,1561,197,UK
2023-01-18,U01652,Organic,Inactive,2023-01-28,2023-03-22,0,0,77,Brazil
2023-01-16,U01653,Organic,Monthly,2023-01-22,,5,740,454,Brazil
2023-05-19,U01654,Organic,Free Trial,2023-05-21,,4,1788,99,Germany
2023-09-09,U01655,Organic,Free Trial,2023-09-10,,8,856,119,Germany
2023-06-25,U01656,Referral,Monthly,2023-07-01,,4,1544,398,France
2023-08-21,U01657,PPC,Free Trial,2023-08-31,,4,644,173,Germany
2023-05-29,U01658,Organic,Monthly,2023-06-03,,2,414,490,UK
2023-06-17,U01659,Organic,Free Trial,2023-06-19,,1,282,457,France
2023-04-25,U01660,PPC,Free Trial,2023-04-30,,4,660,215,UK
2023-11-22,U01661,PPC,Monthly,2023-12-06,,7,413,41,USA
2023-08-27,U01662,PPC,Monthly,2023-09-01,,9,4392,336,Brazil
2023-03-20,U01663,Referral,Monthly,2023-03-23,,9,2133,83,India
2023-03-25,U01664,PPC,Annual,2023-03-27,,1,448,796,USA
2023-10-25,U01665,Referral,Inactive,2023-10-26,2023-11-25,0,0,459,Brazil
2023-04-20,U01666,Social Media,Annual,2023-04-30,,7,133,1995,Brazil
2023-08-29,U01667,Organic,Monthly,2023-09-03,,7,1106,364,UK
2023-11-27,U01668,Referral,Annual,2023-12-09,,6,402,565,Germany
2023-03-21,U01669,Organic,Free Trial,2023-04-02,,4,684,305,India
2023-01-12,U01670,Social Media,Free Trial,2023-01-13,,3,1080,307,Germany
2023-01-22,U01671,Organic,Monthly,2023-01-24,,9,4374,337,Germany
2023-10-01,U01672,Social Media,Inactive,2023-10-09,2023-10-24,0,0,311,India
2023-11-13,U01673,Social Media,Free Trial,2023-11-19,,8,3488,347,India
2023-11-29,U01674,Social Media,Free Trial,2023-12-12,,1,404,82,USA
2023-01-03,U01675,Social Media,Free Trial,2023-01-15,,7,2086,383,UK
2023-06-07,U01676,Organic,Inactive,2023-06-09,2023-07-30,0,0,50,Germany
2023-05-15,U01677,Organic,Monthly,2023-05-22,,1,55,103,UK
2023-06-06,U01678,PPC,Free Trial,2023-06-15,,4,1816,141,UK
2023-08-11,U01679,Organic,Monthly,2023-08-22,,5,2275,108,France
2023-09-06,U01680,PPC,Monthly,2023-09-14,,8,1104,407,USA
2023-11-20,U01681,Organic,Monthly,2023-12-01,,4,1656,407,Germany
2023-10-17,U01682,Referral,Free Trial,2023-10-23,,3,981,62,Brazil
2023-09-12,U01683,PPC,Inactive,2023-09-23,2023-10-21,0,0,238,India
2023-07-09,U01684,Social Media,Monthly,2023-07-16,,4,384,137,India
2023-02-07,U01685,Organic,Monthly,2023-02-14,,4,1032,221,UK
2023-05-27,U01686,Social Media,Free Trial,2023-06-09,,5,1690,294,USA
2023-11-29,U01687,Referral,Monthly,2023-12-13,,7,3143,288,USA
2023-04-04,U01688,PPC,Monthly,2023-04-18,,9,2394,350,Germany
2023-01-08,U01689,PPC,Monthly,2023-01-22,,2,572,168,Germany
2023-05-31,U01690,Social Media,Free Trial,2023-06-12,,5,1435,361,UK
2023-01-17,U01691,Organic,Annual,2023-01-24,,9,4023,596,UK
2023-08-28,U01692,PPC,Free Trial,2023-09-07,,3,39,80,UK
2023-12-02,U01693,Organic,Monthly,2023-12-07,,1,74,214,France
2023-02-03,U01694,Organic,Inactive,2023-02-11,2023-04-10,0,0,198,USA
2023-06-22,U01695,Organic,Monthly,2023-06-23,,6,1266,160,UK
2023-02-18,U01696,Organic,Annual,2023-03-03,,5,360,790,USA
2023-06-13,U01697,Organic,Monthly,2023-06-18,,1,152,341,Brazil
2023-12-05,U01698,Organic,Monthly,2023-12-18,,1,253,109,India
2023-01-14,U01699,Referral,Inactive,2023-01-24,2023-02-19,0,0,25,India
2023-04-04,U01700,PPC,Free Trial,2023-04-17,,4,1176,163,USA
2023-07-23,U01701,Referral,Monthly,2023-07-31,,6,1134,166,Brazil
2023-07-07,U01702,PPC,Annual,2023-07-21,,6,1098,1401,India
2023-04-18,U01703,Organic,Monthly,2023-04-20,,6,2004,271,India
2023-01-02,U01704,PPC,Monthly,2023-01-14,,1,422,46,India
2023-10-26,U01705,PPC,Monthly,2023-10-29,,9,1080,170,Germany
2023-09-28,U01706,Organic,Inactive,2023-10-01,2023-11-21,0,0,360,Brazil
2023-10-23,U01707,PPC,Inactive,2023-10-26,2023-11-29,0,0,183,Germany
2023-06-14,U01708,Organic,Monthly,2023-06-23,,7,1134,326,USA
2023-04-28,U01709,PPC,Monthly,2023-05-08,,2,946,434,USA
2023-11-10,U01710,PPC,Inactive,2023-11-24,2024-01-20,0,0,27,France
2023-07-31,U01711,Organic,Free Trial,2023-08-07,,6,2190,495,Germany
2023-11-24,U01712,Organic,Free Trial,2023-12-07,,7,1582,376,USA
2023-04-28,U01713,Social Media,Annual,2023-05-08,,3,918,1305,Germany
2023-05-08,U01714,PPC,Inactive,2023-05-19,2023-06-15,0,0,25,France
2023-08-30,U01715,Organic,Inactive,2023-09-13,2023-10-20,0,0,369,USA
2023-11-24,U01716,Referral,Monthly,2023-11-28,,7,3486,444,USA
2023-09-09,U01717,Organic,Free Trial,2023-09-15,,7,2891,430,USA
2023-02-18,U01718,PPC,Monthly,2023-02-27,,4,1848,279,USA
2023-08-22,U01719,Referral,Free Trial,2023-08-23,,7,3003,368,UK
2023-09-23,U01720,Organic,Free Trial,2023-10-01,,5,2430,77,Brazil
2023-07-02,U01721,Organic,Annual,2023-07-08,,1,249,963,Brazil
2023-09-06,U01722,Organic,Free Trial,2023-09-17,,4,940,325,Germany
2023-02-18,U01723,Organic,Inactive,2023-03-04,2023-03-31,0,0,318,Germany
2023-10-20,U01724,Organic,Monthly,2023-10-24,,2,114,234,Germany
2023-02-10,U01725,PPC,Monthly,2023-02-22,,2,950,173,France
2023-08-17,U01726,Organic,Free Trial,2023-08-28,,1,395,423,UK
2023-08-08,U01727,PPC,Monthly,2023-08-21,,2,434,329,Germany
2023-04-25,U01728,Referral,Free Trial,2023-05-09,,8,1328,23,Germany
2023-08-13,U01729,Social Media,Inactive,2023-08-20,2023-09-16,0,0,288,USA
2023-11-17,U01730,PPC,Inactive,2023-11-22,2024-01-05,0,0,441,USA
2023-01-28,U01731,Organic,Monthly,2023-02-05,,1,428,165,USA
2023-11-25,U01732,PPC,Free Trial,2023-12-05,,1,120,131,Germany
2023-08-13,U01733,PPC,Inactive,2023-08-17,2023-09-26,0,0,272,USA
2023-02-07,U01734,PPC,Monthly,2023-02-20,,6,2232,179,Germany
2023-05-31,U01735,Organic,Free Trial,2023-06-07,,8,2968,19,France
2023-11-01,U01736,Social Media,Monthly,2023-11-09,,2,948,461,France
2023-04-15,U01737,PPC,Inactive,2023-04-16,2023-05-16,0,0,181,India
2023-04-03,U01738,Organic,Free Trial,2023-04-16,,6,732,367,UK
2023-06-20,U01739,Organic,Free Trial,2023-06-22,,4,1332,22,USA
2023-01-08,U01740,PPC,Inactive,2023-01-18,2023-02-03,0,0,222,Brazil
2023-02-13,U01741,Social Media,Free Trial,2023-02-14,,7,686,170,USA
2023-01-08,U01742,Social Media,Free Trial,2023-01-12,,4,680,241,UK
2023-12-13,U01743,Social Media,Monthly,2023-12-25,,8,2744,485,UK
2023-11-04,U01744,Organic,Inactive,2023-11-08,2023-12-06,0,0,480,India
2023-12-17,U01745,PPC,Monthly,2023-12-22,,7,588,169,UK
2023-04-23,U01746,PPC,Inactive,2023-04-25,2023-06-21,0,0,136,Germany
2023-01-16,U01747,Organic,Monthly,2023-01-24,,4,1684,57,USA
2023-12-21,U01748,Organic,Free Trial,2023-12-29,,7,112,270,UK
2023-02-02,U01749,Social Media,Inactive,2023-02-03,2023-04-02,0,0,70,Germany
2023-05-03,U01750,Organic,Monthly,2023-05-09,,4,180,131,UK
2023-09-15,U01751,PPC,Free Trial,2023-09-17,,2,550,99,Brazil
2023-07-31,U01752,Organic,Monthly,2023-08-03,,9,1098,368,Germany
2023-11-02,U01753,Organic,Monthly,2023-11-07,,5,1505,264,France
2023-05-17,U01754,Organic,Free Trial,2023-05-23,,3,696,99,Germany
2023-04-14,U01755,Referral,Free Trial,2023-04-19,,4,880,12,India
2023-03-22,U01756,Social Media,Monthly,2023-03-30,,6,162,289,Germany
2023-03-17,U01757,Referral,Inactive,2023-03-31,2023-04-24,0,0,126,UK
2023-11-20,U01758,PPC,Monthly,2023-11-29,,7,1001,107,France
2023-12-27,U01759,Organic,Inactive,2024-01-04,2024-01-30,0,0,171,France
2023-10-31,U01760,PPC,Free Trial,2023-11-10,,7,2800,349,Germany
2023-01-09,U01761,PPC,Free Trial,2023-01-20,,7,777,384,UK
2023-08-25,U01762,Social Media,Free Trial,2023-08-28,,9,1341,487,France
2023-01-05,U01763,Organic,Free Trial,2023-01-09,,4,712,307,Brazil
2023-08-03,U01764,PPC,Free Trial,2023-08-07,,7,1400,413,Germany
2023-07-26,U01765,Organic,Annual,2023-08-01,,9,4419,827,Germany
2023-12-21,U01766,Organic,Inactive,2023-12-28,2024-02-10,0,0,91,Germany
2023-04-12,U01767,Social Media,Inactive,2023-04-18,2023-05-31,0,0,367,France
2023-12-02,U01768,PPC,Free Trial,2023-12-14,,5,2230,157,USA
2023-09-01,U01769,Organic,Inactive,2023-09-07,2023-09-29,0,0,15,UK
2023-06-21,U01770,Organic,Monthly,2023-07-02,,8,2816,387,India
2023-10-22,U01771,PPC,Free Trial,2023-10-31,,5,1690,194,India
2023-05-10,U01772,Social Media,Inactive,2023-05-19,2023-07-13,0,0,435,UK
2023-07-04,U01773,Social Media,Monthly,2023-07-12,,9,4095,261,USA
2023-03-31,U01774,Referral,Free Trial,2023-04-12,,3,609,34,UK
2023-11-22,U01775,Social Media,Monthly,2023-12-01,,6,1434,50,Germany
2023-09-07,U01776,Organic,Free Trial,2023-09-21,,6,876,178,Brazil
2023-12-13,U01777,PPC,Annual,2023-12-17,,4,1328,1551,UK
2023-05-09,U01778,PPC,Monthly,2023-05-15,,3,1227,373,UK
2023-07-16,U01779,Organic,Inactive,2023-07-27,2023-09-12,0,0,180,Brazil
2023-11-30,U01780,Social Media,Free Trial,2023-12-03,,7,1575,439,France
2023-08-24,U01781,Organic,Monthly,2023-08-29,,5,1790,66,India
2023-06-11,U01782,Referral,Monthly,2023-06-18,,7,2611,92,India
2023-12-09,U01783,PPC,Monthly,2023-12-14,,1,192,339,Germany
2023-03-12,U01784,PPC,Monthly,2023-03-25,,8,1416,188,Brazil
2023-08-21,U01785,PPC,Annual,2023-08-29,,3,873,1688,Germany
2023-06-16,U01786,Social Media,Inactive,2023-06-19,2023-07-12,0,0,95,France
2023-08-30,U01787,PPC,Inactive,2023-09-05,2023-11-03,0,0,466,Germany
2023-10-15,U01788,PPC,Inactive,2023-10-29,2023-12-27,0,0,362,Brazil
2023-03-08,U01789,Organic,Inactive,2023-03-14,2023-04-09,0,0,280,Brazil
2023-08-21,U01790,PPC,Monthly,2023-08-31,,2,904,353,USA
2023-08-17,U01791,Organic,Inactive,2023-08-18,2023-10-08,0,0,103,France
2023-07-26,U01792,Social Media,Monthly,2023-08-01,,6,906,391,Brazil
2023-05-12,U01793,PPC,Monthly,2023-05-25,,3,771,365,Brazil
2023-05-19,U01794,PPC,Monthly,2023-05-24,,7,3080,259,France
2023-11-09,U01795,Organic,Monthly,2023-11-13,,7,784,304,UK
2023-08-15,U01796,Organic,Free Trial,2023-08-27,,5,1040,207,UK
2023-08-28,U01797,Social Media,Inactive,2023-09-03,2023-10-21,0,0,88,USA
2023-02-03,U01798,Organic,Monthly,2023-02-05,,2,102,175,Brazil
2023-12-24,U01799,Organic,Free Trial,2024-01-05,,4,1776,48,France
2023-02-22,U01800,Organic,Monthly,2023-02-23,,4,624,317,France
2023-03-31,U01801,Referral,Free Trial,2023-04-01,,8,600,223,UK
2023-12-25,U01802,Social Media,Free Trial,2024-01-03,,8,3520,140,India
2023-08-27,U01803,Organic,Free Trial,2023-08-28,,5,1010,166,India
2023-11-27,U01804,Organic,Monthly,2023-12-05,,6,1842,486,Brazil
2023-06-12,U01805,Organic,Monthly,2023-06-23,,8,376,391,UK
2023-05-07,U01806,Social Media,Annual,2023-05-08,,1,150,1961,Brazil
2023-06-01,U01807,PPC,Annual,2023-06-15,,5,575,501,Germany
2023-08-11,U01808,Organic,Monthly,2023-08-14,,4,1748,236,France
2023-01-01,U01809,Organic,Monthly,2023-01-10,,4,644,54,Brazil
2023-01-03,U01810,Organic,Monthly,2023-01-05,,2,722,210,USA
2023-09-06,U01811,PPC,Annual,2023-09-10,,1,423,645,India
2023-08-05,U01812,Social Media,Free Trial,2023-08-10,,6,2010,348,Brazil
2023-04-25,U01813,Organic,Free Trial,2023-04-30,,7,329,251,Germany
2023-11-21,U01814,Organic,Annual,2023-11-29,,5,530,1834,France
2023-10-12,U01815,Organic,Monthly,2023-10-17,,8,936,403,Germany
2023-06-20,U01816,Referral,Free Trial,2023-06-21,,9,1152,247,Brazil
2023-09-08,U01817,Organic,Free Trial,2023-09-09,,2,320,158,France
2023-06-18,U01818,Social Media,Inactive,2023-07-02,2023-08-20,0,0,282,France
2023-08-18,U01819,PPC,Inactive,2023-09-01,2023-09-29,0,0,76,UK
2023-03-13,U01820,Organic,Annual,2023-03-14,,5,1875,1487,UK
2023-12-08,U01821,Organic,Monthly,2023-12-09,,3,1032,242,USA
2023-09-19,U01822,Organic,Monthly,2023-09-29,,6,1566,366,USA
2023-06-11,U01823,PPC,Inactive,2023-06-19,2023-07-17,0,0,301,Germany
2023-03-01,U01824,Social Media,Inactive,2023-03-15,2023-04-24,0,0,265,UK
2023-10-06,U01825,PPC,Free Trial,2023-10-17,,3,966,76,France
2023-01-05,U01826,PPC,Inactive,2023-01-06,2023-03-01,0,0,259,UK
2023-11-10,U01827,Organic,Free Trial,2023-11-22,,5,1315,86,France
2023-04-05,U01828,Referral,Free Trial,2023-04-12,,9,3546,498,UK
2023-08-17,U01829,Social Media,Monthly,2023-08-21,,3,1395,423,France
2023-10-10,U01830,Organic,Monthly,2023-10-11,,6,1608,96,Germany
2023-09-06,U01831,Referral,Inactive,2023-09-12,2023-10-13,0,0,261,UK
2023-05-12,U01832,PPC,Free Trial,2023-05-24,,7,3318,464,India
2023-09-06,U01833,PPC,Monthly,2023-09-17,,6,258,231,India
2023-09-29,U01834,Social Media,Inactive,2023-10-07,2023-12-04,0,0,422,France
2023-10-30,U01835,Social Media,Inactive,2023-11-08,2023-12-13,0,0,81,Germany
2023-10-11,U01836,PPC,Free Trial,2023-10-18,,8,1976,211,France
2023-03-09,U01837,Organic,Monthly,2023-03-16,,1,188,426,Germany
2023-07-31,U01838,Organic,Monthly,2023-08-02,,9,4482,68,USA
2023-10-06,U01839,Referral,Free Trial,2023-10-08,,4,452,285,UK
2023-06-10,U01840,Organic,Inactive,2023-06-12,2023-07-23,0,0,230,Germany
2023-11-23,U01841,Organic,Inactive,2023-12-03,2024-01-10,0,0,166,France
2023-03-07,U01842,PPC,Free Trial,2023-03-20,,7,3325,190,USA
2023-10-05,U01843,PPC,Free Trial,2023-10-17,,2,482,222,France
2023-05-15,U01844,PPC,Free Trial,2023-05-23,,1,313,138,India
2023-01-10,U01845,Referral,Inactive,2023-01-15,2023-03-02,0,0,252,India
2023-10-12,U01846,Organic,Free Trial,2023-10-24,,2,688,427,UK
2023-04-22,U01847,Organic,Monthly,2023-05-05,,8,1008,181,Brazil
2023-02-27,U01848,Organic,Monthly,2023-03-05,,7,1512,489,UK
2023-03-19,U01849,Social Media,Monthly,2023-04-02,,8,3272,374,USA
2023-05-15,U01850,PPC,Free Trial,2023-05-25,,6,1164,279,India
2023-11-12,U01851,Organic,Free Trial,2023-11-15,,1,490,430,Germany
2023-06-20,U01852,Social Media,Inactive,2023-06-23,2023-08-03,0,0,172,India
2023-07-28,U01853,Social Media,Inactive,2023-08-04,2023-09-03,0,0,452,Brazil
2023-03-02,U01854,Social Media,Annual,2023-03-08,,1,494,828,UK
2023-04-09,U01855,Referral,Free Trial,2023-04-18,,1,332,202,France
2023-09-19,U01856,Organic,Monthly,2023-09-28,,8,1384,375,USA
2023-02-08,U01857,Social Media,Monthly,2023-02-20,,6,2382,399,Brazil
2023-05-22,U01858,PPC,Free Trial,2023-05-29,,8,672,461,India
2023-03-11,U01859,Social Media,Inactive,2023-03-23,2023-05-15,0,0,303,Germany
2023-07-06,U01860,Social Media,Monthly,2023-07-09,,8,3408,138,Brazil
2023-12-07,U01861,Social Media,Free Trial,2023-12-19,,7,2051,50,Germany
2023-09-20,U01862,PPC,Inactive,2023-09-28,2023-11-12,0,0,40,Germany
2023-09-02,U01863,Organic,Inactive,2023-09-10,2023-10-21,0,0,45,USA
2023-10-13,U01864,PPC,Free Trial,2023-10-26,,9,2376,466,Germany
2023-05-04,U01865,Referral,Monthly,2023-05-09,,2,946,370,Germany
2023-01-28,U01866,Referral,Monthly,2023-01-29,,9,162,262,India
2023-09-08,U01867,Organic,Monthly,2023-09-12,,3,636,447,USA
2023-01-13,U01868,Organic,Free Trial,2023-01-21,,2,798,374,France
2023-08-12,U01869,Organic,Monthly,2023-08-15,,4,1552,224,France
2023-11-29,U01870,Social Media,Inactive,2023-12-01,2024-01-19,0,0,296,Germany
2023-11-09,U01871,Social Media,Monthly,2023-11-15,,2,200,265,Brazil
2023-05-18,U01872,Organic,Free Trial,2023-05-22,,1,390,422,UK
2023-11-24,U01873,PPC,Monthly,2023-12-05,,5,1705,378,USA
2023-04-03,U01874,Social Media,Monthly,2023-04-09,,9,1431,478,UK
2023-07-09,U01875,Social Media,Inactive,2023-07-19,2023-09-16,0,0,396,USA
2023-10-27,U01876,PPC,Monthly,2023-11-01,,9,1665,195,USA
2023-12-12,U01877,PPC,Free Trial,2023-12-21,,6,2964,483,India
2023-11-28,U01878,PPC,Free Trial,2023-12-02,,3,1242,70,Germany
2023-09-10,U01879,Organic,Annual,2023-09-18,,4,168,1000,India
2023-02-03,U01880,PPC,Free Trial,2023-02-12,,4,1896,285,Brazil
2023-09-06,U01881,PPC,Annual,2023-09-16,,1,193,785,UK
2023-04-07,U01882,Social Media,Free Trial,2023-04-19,,3,498,326,UK
2023-11-07,U01883,PPC,Monthly,2023-11-13,,3,186,439,France
2023-07-06,U01884,Social Media,Monthly,2023-07-18,,1,305,150,Brazil
2023-07-24,U01885,Organic,Inactive,2023-08-07,2023-09-12,0,0,242,Brazil
2023-06-29,U01886,PPC,Inactive,2023-07-01,2023-07-23,0,0,32,India
2023-03-03,U01887,Organic,Free Trial,2023-03-12,,9,1656,88,India
2023-12-15,U01888,Organic,Monthly,2023-12-24,,1,253,40,Brazil
2023-10-15,U01889,Social Media,Free Trial,2023-10-23,,2,556,13,India
2023-09-21,U01890,Referral,Monthly,2023-09-25,,2,840,468,France
